entry_id,created,owner,customer,type,note,next_action,next_action_date
CRM-113579,2025-09-10,Amber Doyle,Ottershaw Farm Foods,Call,Asked about early exit terms,,
CRM-149157,2024-07-10,Gareth Hansen,CUS-12145,Meeting,Intro call booked,,19/07/2024
CRM-120438,2025-06-28,Anita Mercer,TREDEGAR HOTELS GROUP,Task,Broker moved book elsewhere,Follow up,
CRM-121411,2026-01-06,Kirsty Osei,Bluewater Salvage Limited,Task,"No answer, try next week",,
CRM-122693,11/04/2024,Aisha Sharpe,,Email,"No answer, try next week",,
CRM-145659,2024-04-13,James Brooke,CUS-12019,Email,Intro call booked,,
CRM-120377,23/06/2025,Iona Mercer,TEM-51615-B,Task,Waiting on LOA,,2025-07-09
CRM-120729,2025-06-11,Aisha Sharpe,,Note,Left voicemail,Escalate to AM,
CRM-112348,2024-09-30,James Jennings,,Email,Updated contact details,Escalate to AM,
CRM-126361,2025-03-18,Callum Rowntree,CUS-11120,Note,Waiting on LOA,,
CRM-144477,2026-07-30,Anita Mercer,Quayside Farm Foods,Task,"No answer, try next week",,
CRM-142554,25/05/2024,Amber Doyle,CUS-11878,Task,,Book meeting,
CRM-139600,24/10/2025,Rhys Doyle,CUS-11751,Meeting,Chased signature,Escalate to AM,
CRM-124472,2026-07-23,Jack Sharpe,CUS-11048,Email,Waiting on LOA,Follow up,2026-08-18
CRM-109815,07/07/2024,Anita Mercer,CUS-10449,Note,"No answer, try next week",,
CRM-153532,24/08/2025,Jack Sharpe,CUS-12325,Call,Waiting on LOA,,
CRM-137012,15/03/2026,Rhys Doyle,Ironbridge Breweries,Task,Site added to account,,
CRM-114345,2026-07-10,Rhys Doyle,Riverbank Precision Partners,Note,Asked when renewal pricing lands,,
CRM-101228,2025-12-26,Nia Wren,,Meeting,Updated contact details,,
CRM-119568,04/05/2025,Iona Mercer,TEM-92690-E,Meeting,Left voicemail,,
CRM-150605,2025-09-22,,CUS-12210,Call,,Book meeting,
CRM-123456,2026-06-03,Gareth Hansen,TEM-52648-A,Call,Escalation raised - threatened to leave,,
CRM-137149,03/09/2025,Kirsty Osei,MAPLIN ROBOTICS GROUP,Note,"Keen to renew, asked us to send terms",Send quote,
CRM-137734,29/07/2026,Nia Wren,HARBORNE FORGE PARTNERS,Call,Site added to account,Book meeting,2026-08-01
CRM-150473,05/09/2024,Rhys Doyle,CUS-12203,Task,Sent brochure,,
CRM-112843,2024-08-01,Grace Nairn,Atlas Laundry (UK) Ltd,Email,Broker says customer gone quiet,,
CRM-144856,2026-03-01,Gareth Hansen,CUS-11985,Call,Updated contact details,Book meeting,
CRM-140973,09/05/2026,Anita Mercer,,Task,Confirmed budget approved for next term,,
CRM-112613,28/05/2025,,Kingsmead Logistics,Note,,Send quote,
CRM-130747,27/08/2024,Jack Sharpe,,Email,,,
CRM-114988,06/08/2024,,TEM-72657-E,Email,,,
CRM-143508,09/11/2024,Anita Mercer,TEM-82019-E,Email,Site added to account,Escalate to AM,
CRM-149187,13/05/2025,Aisha Sharpe,CUS-12148,Task,,Escalate to AM,2025-06-09
CRM-143818,2024-08-28,Kirsty Pryce,TEM-41994-D,Call,,,02/09/2024
CRM-138392,2025-07-09,James Jennings,Quenington Foundry Ltd,Call,Left voicemail,,
CRM-147625,24/07/2026,Jack Sharpe,,Note,Waiting on LOA,Follow up,
CRM-154286,22/06/2026,Nia Wren,,Email,Site added to account,,
CRM-105673,12/09/2024,Amber Doyle,CUS-10256,Email,"No answer, try next week",Book meeting,
CRM-123352,2026-08-19,Grace Nairn,TEM-66388-D,Call,Left voicemail,Follow up,
CRM-134730,11/10/2024,,Westcliff Cinemas Co,Meeting,,,
CRM-153871,2025-01-01,Aisha Sharpe,CUS-12351,Note,,,2025-01-16
CRM-116346,2025-01-01,Kirsty Osei,TEM-46283-A,Note,Confirmed budget approved for next term,,
CRM-124867,06/03/2025,Callum Rowntree,,Meeting,Waiting on LOA,Send quote,
CRM-131486,09/09/2025,Aisha Sharpe,CUS-11362,Call,,,
CRM-113602,08/05/2026,Callum Rowntree,TEM-92502-F,Email,Site added to account,,01/06/2026
CRM-141930,05/07/2026,Iona Mercer,Birchmoor Leisure Co,Meeting,Left voicemail,,
CRM-142892,29/01/2025,Grace Nairn,CUS-11882,Email,Updated contact details,,
CRM-143815,24/08/2026,Iona Mercer,CUS-11923,Call,Wants multi-site quote for renewal,,2026-09-03
CRM-142592,07/11/2025,Jack Sharpe,CUS-11881,Call,,,
CRM-104572,02/04/2026,Grace Nairn,TEM-37270-C,Email,Sent brochure,,
CRM-137210,2025-09-16,James Brooke,CUS-11648,Email,Site added to account,Book meeting,
CRM-113271,2026-04-27,Nia Wren,Foxglove Scaffolding Holdings,Email,Did not respond to renewal outreach,Book meeting,11/05/2026
CRM-130240,06/05/2024,Jack Sharpe,CUS-11316,Email,Left voicemail,,
CRM-117949,23/05/2026,Grace Nairn,,Note,Left voicemail,,2026-05-25
CRM-137332,05/06/2024,Iona Mercer,,Meeting,Asked when renewal pricing lands,Follow up,
CRM-146006,30/05/2024,Grace Nairn,Larkspur Restaurants & Sons,Call,Site added to account,Escalate to AM,
CRM-148728,2026-01-08,Grace Nairn,,Email,Intro call booked,,10/01/2026
CRM-138792,13/09/2025,Callum Rowntree,TEM-91519-C,Email,Sent brochure,,
CRM-138643,04/02/2026,Iona Mercer,CUS-11694,Call,,,2026-02-21
CRM-112403,24/05/2024,Grace Nairn,Denholm Padel Holdings,Email,"Unhappy about invoice dispute, renewal at risk",,
CRM-118654,2025-03-08,Grace Nairn,CUS-10755,Task,Broker moved book elsewhere,,
CRM-124605,18/07/2026,Aisha Sharpe,CUS-11051,Email,,,
CRM-125239,08/08/2025,Iona Mercer,TEM-43044-F,Call,Wants multi-site quote for renewal,,
CRM-128098,14/05/2024,Kirsty Osei,,Note,Intro call booked,,
CRM-131185,2026-05-10,Kirsty Osei,TEM-73680-F,Call,Escalation raised - threatened to leave,Book meeting,
CRM-152482,19/07/2026,James Brooke,CUS-12289,Call,Left voicemail,,
CRM-101779,10/02/2025,Gareth Hansen,CUS-10082,Call,"Keen to renew, asked us to send terms",,
CRM-157144,2024-03-20,James Jennings,Kestrel Glassworks Limited,Note,,,
CRM-149538,19/04/2025,Rhys Doyle,CUS-12156,Email,Renewal call went well - decision maker engaged,Book meeting,2025-05-06
CRM-147587,2025-02-21,,TEM-72256-F,Task,"No answer, try next week",,
CRM-126884,2025-07-27,Rhys Doyle,TEM-66094-F,Email,,,
CRM-135135,2024-03-19,Aisha Sharpe,CUS-11557,Note,Site added to account,Send quote,
CRM-129234,2024-06-29,Kirsty Pryce,CUS-11277,Email,"No answer, try next week",,2024-07-08
CRM-140383,2026-01-29,Rhys Doyle,Jarrow Bakehouse Group,Note,,,
CRM-126953,2025-10-21,Rhys Doyle,CUS-11153,Call,Updated contact details,Send quote,
CRM-146127,2024-10-26,Grace Nairn,TEM-57768-E,Email,Sent brochure,Escalate to AM,2024-11-05
CRM-115130,31/03/2025,Rhys Doyle,TEM-27960-E,Call,Left voicemail,Follow up,
CRM-152025,2026-01-01,Callum Rowntree,TEM-27318-B,Note,Left voicemail,Book meeting,2026-01-31
CRM-118256,2025-06-24,James Brooke,CUS-10745,Call,Waiting on LOA,,20/07/2025
CRM-103805,25/08/2025,Callum Rowntree,CUS-10168,Call,Sent brochure,,
CRM-136849,2025-06-18,Rhys Doyle,CUS-11630,Call,,,11/07/2025
CRM-117295,10/04/2026,Rhys Doyle,CUS-10718,Call,Left voicemail,,15/04/2026
CRM-115617,2026-08-28,Gareth Hansen,,Call,Chased signature,Escalate to AM,
CRM-106619,2026-04-23,Callum Rowntree,CUS-10313,Email,"No answer, try next week",,2026-05-05
CRM-133851,2024-10-22,Iona Mercer,TEM-87173-D,Call,,,
CRM-122469,2025-04-28,James Jennings,CUS-10935,Call,,,2025-04-30
CRM-114502,2026-06-07,James Brooke,,Call,"No answer, try next week",,
CRM-134461,2024-05-03,Gareth Hansen,,Note,Broker says customer gone quiet,,22/05/2024
CRM-104302,2024-03-24,Anita Mercer,Pemberley Upholstery Holdings,Meeting,Confirmed budget approved for next term,,
CRM-102220,2024-08-09,Anita Mercer,Marlow Fabrications Limited,Meeting,"No answer, try next week",Send quote,
CRM-131519,13/02/2026,James Brooke,TEM-69728-F,Email,Renewal call went well - decision maker engaged,Book meeting,2026-02-28
CRM-139474,20/11/2024,,Cobalt Retail Holdings,Email,Chased signature,,
CRM-152596,20/05/2026,Callum Rowntree,Zephyr Cold Storage Group,Email,,Follow up,
CRM-103841,21/03/2026,Iona Mercer,,Email,Waiting on LOA,Follow up,
CRM-131153,05/04/2024,Kirsty Osei,,Call,,,
CRM-125517,2025-05-16,Callum Rowntree,CUS-11085,Call,Left voicemail,Book meeting,
CRM-112033,22/08/2024,,CUS-10542,Meeting,,Follow up,
CRM-119478,2024-03-26,James Jennings,TEM-92690-E,Call,Renewal call went well - decision maker engaged,,
CRM-111761,2024-03-17,James Brooke,Atlas Seafoods Co Ltd,Email,Left voicemail,,
CRM-111376,02/09/2024,Amber Doyle,Ingleby Studios Ltd,Note,Sent brochure,Book meeting,
CRM-152575,04/05/2025,Anita Mercer,CUS-12292,Call,Chased signature,,
CRM-144367,10/02/2025,James Brooke,CUS-11948,Task,Confirmed budget approved for next term,,
CRM-126359,28/05/2026,Iona Mercer,Cranleigh Padel,Meeting,Waiting on LOA,,2026-06-22
CRM-134712,21/06/2025,Rhys Doyle,Westcliff Cinemas Co,Note,Updated contact details,,2025-06-27
CRM-104068,2026-07-10,Aisha Sharpe,Ravenscar Textiles Group,Task,,,
CRM-110772,20/11/2025,,TEM-56306-E,Email,Waiting on LOA,Escalate to AM,2025-11-30
CRM-124373,2025-12-26,Aisha Sharpe,CUS-11039,Email,Escalation raised - threatened to leave,,06/01/2026
CRM-133061,2025-06-07,James Jennings,Westcliff Bakehouse & Sons Ltd,Email,,Follow up,
CRM-148702,23/03/2025,Gareth Hansen,TEM-38554-A,Email,Updated contact details,,
CRM-139029,01/09/2024,Iona Mercer,TEM-94785-B,Call,Chased signature,,
CRM-149407,19/04/2026,Jack Sharpe,FARRIER MARINE PARTNERS LTD,Call,Chased signature,,07/05/2026
CRM-110237,2025-12-09,James Jennings,CUS-10456,Email,,Send quote,
CRM-116566,29/04/2026,Iona Mercer,,Task,Updated contact details,Book meeting,
CRM-153793,20/12/2025,,TEM-62986-G,Email,Updated contact details,,2026-01-16
CRM-146770,29/09/2024,Amber Doyle,Quenington Forge,Call,Intro call booked,,
CRM-140743,2025-06-03,Jack Sharpe,Lowther Print (UK) Ltd,Email,Left voicemail,Escalate to AM,
CRM-105857,08/07/2026,Kirsty Osei,CUS-10266,Call,Updated contact details,Send quote,
CRM-133801,18/03/2026,Callum Rowntree,Applegarth Ice Cream Partners,Email,Reviewing a competitor quote from incumbent,,
CRM-135184,2026-01-25,Aisha Sharpe,CUS-11557,Meeting,Confirmed budget approved for next term,,
CRM-134441,10/06/2024,Iona Mercer,TEM-50282-B,Task,Intro call booked,Book meeting,02/07/2024
CRM-128856,31/08/2026,James Jennings,TEM-95066-C,Email,Intro call booked,Follow up,
CRM-145307,2024-12-20,Kirsty Osei,CUS-12002,Call,"No answer, try next week",Send quote,
CRM-112126,2024-05-27,Anita Mercer,TEM-47718-C,Email,"No answer, try next week",,03/06/2024
CRM-109583,17/01/2025,Grace Nairn,TEM-17015-E,Meeting,Reviewing a competitor quote from incumbent,,
CRM-117054,25/09/2024,Jack Sharpe,CUS-10708,Meeting,Chased signature,Escalate to AM,
CRM-103955,11/03/2026,Amber Doyle,Ravenscar Textiles Group,Note,,Follow up,
CRM-140857,2024-06-10,Anita Mercer,CUS-11808,Call,,,
CRM-114605,2024-12-28,Nia Wren,,Email,,,
CRM-139892,30/12/2025,Gareth Hansen,,Call,Chased signature,,
CRM-156053,18/02/2025,Jack Sharpe,,Task,Left voicemail,,
CRM-154483,26/05/2026,Jack Sharpe,Dunmore Dairy Co,Email,"No answer, try next week",,
CRM-119512,20/07/2025,Nia Wren,CUS-10783,Meeting,Renewal call went well - decision maker engaged,Escalate to AM,01/08/2025
CRM-146546,01/05/2024,James Jennings,TEM-17983-G,Email,,Send quote,
CRM-157300,2025-08-20,Kirsty Osei,TEM-67969-G,Meeting,Intro call booked,,
CRM-115696,22/10/2025,Anita Mercer,Cranleigh Padel Holdings,Task,Intro call booked,Send quote,
CRM-115769,22/01/2025,Iona Mercer,TEM-81426-G,Task,Updated contact details,,15/02/2025
CRM-107390,2026-01-06,Callum Rowntree,TEM-69822-E,Meeting,"No answer, try next week",,
CRM-133490,2026-07-25,Callum Rowntree,Kestrel Aquatics Partners,Call,"No answer, try next week",Follow up,
CRM-115175,2024-04-13,Callum Rowntree,CUS-10660,Call,Chased signature,,
CRM-117758,04/04/2024,Nia Wren,CUS-10736,Call,,Follow up,
CRM-134189,10/10/2025,Gareth Hansen,Kelbrook Leisure Group,Note,,,
CRM-119935,12/07/2024,Jack Sharpe,Ellerton Veterinary Holdings,Task,,,
CRM-103529,2025-02-07,Jack Sharpe,Pennine Gym Limited,Meeting,Waiting on LOA,,
CRM-149810,20/06/2025,Callum Rowntree,TEM-85247-C,Call,Intro call booked,,
CRM-133398,2024-09-28,,TEM-62918-A,Email,"No answer, try next week",Follow up,
CRM-114061,2024-09-25,Anita Mercer,TEM-74146-E,Call,Left voicemail,,
CRM-138420,2026-04-20,Aisha Sharpe,Cobalt Pharmacy & Sons,Call,,,
CRM-112939,16/07/2025,James Jennings,TEM-71634-A,Call,Updated contact details,Escalate to AM,
CRM-142732,28/02/2026,Grace Nairn,,Call,"No answer, try next week",Book meeting,12/03/2026
CRM-145511,08/05/2025,Gareth Hansen,CUS-12010,Call,Very happy with RED savings this year,Follow up,
CRM-155974,31/08/2025,Aisha Sharpe,SALTMARSH AQUATICS CO,Call,Updated contact details,,2025-09-23
CRM-153627,2026-03-27,Gareth Hansen,CUS-12332,Task,,Book meeting,
CRM-111568,2026-01-13,Anita Mercer,CUS-10519,Email,Chased signature,Follow up,2026-01-28
CRM-117065,2026-01-25,Iona Mercer,CUS-10709,Meeting,,,16/02/2026
CRM-121437,2025-05-29,Amber Doyle,TEM-63883-A,Task,,Send quote,2025-06-17
CRM-128793,17/01/2026,James Jennings,TEM-43138-G,Email,Left voicemail,,2026-02-15
CRM-127491,2025-11-26,James Jennings,TEM-30476-D,Meeting,"Price sensitive, wants >10% saving to stay",,
CRM-145986,16/01/2026,Kirsty Pryce,CUS-12026,Email,Updated contact details,,
CRM-118067,2025-05-07,Kirsty Pryce,TEM-83972-F,Note,Site added to account,Escalate to AM,
CRM-148102,2024-04-29,James Jennings,Cranleigh Coachworks (UK) Ltd,Note,"No answer, try next week",,
CRM-156505,29/12/2025,Aisha Sharpe,CUS-12446,Email,,,
CRM-102316,24/10/2025,Grace Nairn,TEM-92672-B,Task,Left voicemail,,
CRM-151845,13/11/2024,Aisha Sharpe,,Call,Updated contact details,Escalate to AM,
CRM-157367,02/12/2025,,,Call,Left voicemail,Book meeting,
CRM-130327,03/12/2025,Nia Wren,Fernhill Maltings Co,Task,,,
CRM-140623,2025-07-31,Nia Wren,Thackery Fabrications Limited,Note,,,
CRM-146505,2026-06-21,Nia Wren,Quarrington Precision Holdings,Task,Very happy with RED savings this year,Book meeting,
CRM-104491,2026-01-31,Callum Rowntree,Selworthy Aggregates Holdings,Call,"No answer, try next week",,
CRM-130933,26/08/2025,Rhys Doyle,TEM-60980-G,Note,Broker moved book elsewhere,Follow up,
CRM-100362,2025-10-13,Jack Sharpe,CUS-10023,Call,Updated contact details,,
CRM-146629,2024-09-01,Kirsty Osei,,Call,Left voicemail,,
CRM-119384,2024-04-07,Jack Sharpe,CUS-10781,Meeting,Site added to account,,2024-04-19
CRM-116522,2024-04-27,Gareth Hansen,TEM-36627-D,Note,,,
CRM-129307,11/06/2024,Anita Mercer,CUS-11280,Task,,,
CRM-148098,10/09/2024,James Brooke,CUS-12088,Email,,Book meeting,25/09/2024
CRM-151932,12/07/2025,,TEM-32023-G,Call,Chased signature,,
CRM-155402,2024-08-13,,CUS-12405,Task,"Unhappy about invoice dispute, renewal at risk",Send quote,
CRM-108327,03/10/2024,Aisha Sharpe,CUS-10391,Email,Chased signature,,
CRM-155364,2026-06-29,Anita Mercer,Elmwood Studios Ltd,Meeting,,Escalate to AM,
CRM-131996,24/08/2024,,CUS-11391,Task,Intro call booked,Escalate to AM,
CRM-136099,20/08/2025,Nia Wren,TEM-69758-B,Call,,,
CRM-127589,08/02/2025,James Jennings,CUS-11174,Call,,,
CRM-111401,30/10/2025,Jack Sharpe,TEM-39940-D,Meeting,Asked about early exit terms,,
CRM-101818,01/08/2025,Kirsty Osei,STANHOPE CHANDLERY GROUP,Meeting,"No answer, try next week",,
CRM-134790,18/02/2026,Grace Nairn,CUS-11533,Call,"No answer, try next week",,2026-02-26
CRM-109836,12/02/2025,,CUS-10449,Note,"Price sensitive, wants >10% saving to stay",Follow up,
CRM-115009,2026-02-23,Amber Doyle,TEM-29698-C,Email,,Send quote,2026-03-17
CRM-125044,09/02/2026,Anita Mercer,CUS-11072,Email,Intro call booked,,
CRM-127412,2025-07-05,,,Note,Wants multi-site quote for renewal,,
CRM-152540,2026-04-17,,CUS-12291,Note,,,
CRM-141958,2024-07-14,Iona Mercer,CUS-11861,Email,,,
CRM-108948,2024-03-20,Callum Rowntree,,Email,,,
CRM-151453,2025-09-01,Nia Wren,TEM-10275-C,Call,Lost on price at renewal,,2025-09-23
CRM-112138,25/10/2024,Kirsty Pryce,TEM-47718-C,Note,Updated contact details,,
CRM-117003,2025-08-27,,CUS-10706,Task,Site added to account,,
CRM-124098,13/05/2024,Jack Sharpe,CUS-11019,Email,Site added to account,Book meeting,
CRM-129734,2026-05-10,Gareth Hansen,,Task,Intro call booked,,
CRM-132156,09/12/2025,Amber Doyle,CUS-11404,Call,"No answer, try next week",,2025-12-25
CRM-138040,2025-10-17,Iona Mercer,WHITETHORN DISTILLERY LIMITED LTD,Call,Site added to account,Send quote,
CRM-142773,2026-01-07,Callum Rowntree,Kelbrook Ice Cream Co,Task,Intro call booked,,
CRM-103117,12/05/2026,Grace Nairn,CUS-10148,Call,Left voicemail,,
CRM-106951,16/03/2025,Amber Doyle,TEM-85445-B,Task,,Send quote,
CRM-136413,2026-05-16,Kirsty Pryce,Ellerton Robotics Ltd,Meeting,,Book meeting,
CRM-105702,2025-03-01,Callum Rowntree,CUS-10259,Task,"No answer, try next week",Follow up,
CRM-147612,31/08/2026,Anita Mercer,TEM-72256-F,Call,Waiting on LOA,,
CRM-154728,2024-06-17,Amber Doyle,,Call,Intro call booked,,
CRM-134181,20/06/2025,Rhys Doyle,CUS-11505,Email,Left voicemail,,28/06/2025
CRM-134328,16/10/2025,Nia Wren,Ironbridge Data Rooms Partners,Email,Intro call booked,,
CRM-123376,15/07/2025,Gareth Hansen,CUS-10971,Call,,Follow up,
CRM-141376,11/05/2025,Kirsty Pryce,Tanfield Laundry Co,Email,Left voicemail,,
CRM-151194,2025-09-13,Kirsty Osei,Applegarth Chandlery Co,Task,Sent brochure,Follow up,
CRM-139223,24/11/2024,Grace Nairn,Ivybridge Print & Sons,Note,"Keen to renew, asked us to send terms",,02/12/2024
CRM-107987,17/12/2024,Grace Nairn,CUS-10373,Meeting,,,
CRM-135310,2024-10-15,Iona Mercer,CUS-11564,Call,Site added to account,,2024-11-12
CRM-120912,2025-06-23,Aisha Sharpe,,Note,Site added to account,Send quote,
CRM-144543,2026-05-07,Rhys Doyle,TEM-56077-C,Note,Waiting on LOA,Send quote,
CRM-138382,2025-12-03,Jack Sharpe,Ingleby Cinemas,Call,Asked when renewal pricing lands,,
CRM-127267,03/03/2026,Kirsty Pryce,MERRIVALE CHANDLERY (UK) LTD,Meeting,Left voicemail,,
CRM-152269,21/02/2025,Rhys Doyle,Quayside Textiles Co,Email,Chased signature,,
CRM-136462,2025-07-27,James Brooke,Vantage Optics,Task,,Book meeting,
CRM-126146,2025-10-28,Kirsty Osei,CUS-11106,Call,,,13/11/2025
CRM-128043,2026-01-22,Aisha Sharpe,TEM-56465-C,Task,Broker says customer gone quiet,,10/02/2026
CRM-135091,29/04/2026,Jack Sharpe,CUS-11557,Call,Updated contact details,,
CRM-112937,24/08/2024,James Jennings,TEM-71634-A,Note,Sent brochure,,
CRM-119383,2025-05-11,Rhys Doyle,TEM-56850-C,Call,,,
CRM-108804,2024-12-25,Gareth Hansen,TEM-14572-D,Task,"Unhappy about invoice dispute, renewal at risk",,
CRM-137867,2024-12-21,Nia Wren,CUS-11668,Call,Intro call booked,Send quote,2025-01-04
CRM-133605,02/10/2025,Grace Nairn,TEM-15338-F,Task,Wants multi-site quote for renewal,,
CRM-118650,20/08/2024,Amber Doyle,TEM-38248-F,Call,,Book meeting,
CRM-155902,2025-11-25,Callum Rowntree,CUS-12427,Meeting,Waiting on LOA,Follow up,
CRM-124192,2026-03-20,Nia Wren,CUS-11027,Meeting,Chased signature,,
CRM-154484,30/12/2024,James Brooke,,Note,Site added to account,,
CRM-153847,2025-12-29,Grace Nairn,Quarrington Aquatics Limited,Call,"Unhappy about invoice dispute, renewal at risk",Send quote,2026-01-09
CRM-111079,2025-05-24,Rhys Doyle,,Call,Updated contact details,,
CRM-120415,2025-06-14,Amber Doyle,CUS-10838,Meeting,,,
CRM-125000,04/02/2025,Kirsty Pryce,TEM-11091-G,Meeting,Chased signature,Escalate to AM,
CRM-104735,2025-12-27,,TEM-76267-A,Call,,,
CRM-111763,12/02/2026,Kirsty Pryce,CUS-10528,Meeting,Updated contact details,Escalate to AM,
CRM-137730,22/02/2026,Gareth Hansen,,Call,Asked about early exit terms,,
CRM-112740,22/06/2025,,CUS-10566,Call,Sent brochure,Escalate to AM,
CRM-122068,24/05/2026,Kirsty Osei,,Task,Lost on price at renewal,Book meeting,
CRM-114561,2025-10-26,Amber Doyle,,Email,,Send quote,
CRM-107907,2025-06-10,James Brooke,,Meeting,,,26/06/2025
CRM-150819,2024-07-26,Nia Wren,Kestrel Maltings (UK) Ltd,Call,Intro call booked,,2024-08-08
CRM-111824,2026-02-19,Anita Mercer,Jespersen Marine Partners,Note,Intro call booked,,
CRM-111819,15/06/2025,Amber Doyle,TEM-93164-F,Meeting,Sent brochure,,14/07/2025
CRM-102189,15/06/2024,Nia Wren,Ottershaw Milling Group,Task,Updated contact details,,
CRM-144272,2026-07-06,Iona Mercer,CUS-11940,Email,Waiting on LOA,,
CRM-152688,11/02/2025,Callum Rowntree,,Email,Very happy with RED savings this year,,
CRM-114348,18/03/2025,Nia Wren,TEM-48706-C,Call,Updated contact details,,
CRM-103288,24/06/2025,,TEM-87304-E,Call,Reviewing a competitor quote from incumbent,,20/07/2025
CRM-114237,21/05/2024,Rhys Doyle,CUS-10615,Call,,Send quote,
CRM-121858,2024-11-18,,TEM-49941-D,Call,,,
CRM-123863,18/12/2025,Gareth Hansen,CUS-11002,Task,Waiting on LOA,,
CRM-101826,20/08/2025,James Jennings,Jarrow Dairy Co,Call,Asked when renewal pricing lands,,
CRM-149511,2025-10-20,Nia Wren,,Task,Left voicemail,,
CRM-124392,2026-04-13,Nia Wren,TEM-78378-B,Call,Wants multi-site quote for renewal,,
