site_id,account_ref,site_name,postcode,mpan,product,contract_start,contract_end,eac_kwh,current_unit_rate_p_per_kwh,site_status
S-23267,TEM-51906-E,Birchmoor site 2,M22 8BW,1648-9991-64472,RED,02/12/2022,01/12/2024,340000,20.44,Ended
S-23268,TEM-51906-E,Birchmoor site 3,E6 3NX,0961-9104-50437,REDzero,2025-03-16,16/03/2026,120000,29.44,Ended
S-23269,TEM-51906-E,Birchmoor site 4,E12 3HT,9277-5812-43904,RED,2024-12-29,29/12/2025,42000,24.1,Ended
S-23270,TEM-45958-C,Vantage site 1,B22 6EP,14 0708 8917 592,RED,2023-05-26,25-May-26,88000,19.8,Ended
S-23271,TEM-45958-C,Vantage site 2,E15 1AX,9034-6195-78933,RED Plus,2022-12-07,06 December 2024,155000,25.15,Ended
S-23272,TEM-45958-C,Vantage site 3,B1 7AD,5415784169291,RED Plus,15/11/2021,14 November 2024,340000,25.37,Ended
S-23273,TEM-45958-C,Vantage site 4,S14 8BT,7764403291417,RED Plus,2024-01-31,30/01/2025,340000,25.34,Ended
S-23274,TEM-45958-C,Vantage site 5,L9 8EX,7954-2683-60716,RED,2024-09-06,06/09/2025,120000,17.77,Ended
S-23275,TEM-45958-C,Vantage site 6,E7 5HD,0240-8945-86673,REDzero,2024-03-20,20 March 2026,1250000,24.32,Ended
S-23276,TEM-45921-E,Zetland site 1,N1 5BT,7878-8675-28380,REDzero,2023-09-22,21/09/2026,910000,32.26,Live
S-23277,TEM-67076-C,Kestrel site 1,S28 4HD,7975573148758,RED,23/10/2023,22-Oct-26,155000,26.11,Live
S-23278,TEM-41994-D,Larkspur site 1,G16 3JT,00 2870 6297 654,RED Plus,2023-09-21,20-Sep-26,210000,31.25,Live
S-23279,TEM-41994-D,Larkspur site 2,S3 8AW,5920760993212,REDzero,2026-12-14,14-Dec-27,42000,28.01,Live
S-23280,TEM-41994-D,Larkspur site 3,S12 2HX,4179387803551,RED,22/04/2026,2028-04-21,2100000,32.11,Live
S-23281,TEM-41994-D,Larkspur site 4,G9 1AP,0830206128189,RED,15/11/2025,15/11/2026,660000,23.26,Live
S-23282,TEM-97097-A,Elmwood site 1,N1 2HP,1614416116748,RED,2025-08-05,2027-08-05,62500,22.92,Live
S-23283,TEM-22923-A,Hatherley site 1,N5 7BT,5939594123907,RED,16/04/2027,15/04/2028,62500,26.84,Live
S-23284,TEM-22923-A,Hatherley site 2,N9 9HT,9596968827486,RED Plus,2025-11-09,09-Nov-26,340000,20.16,Live
S-23285,TEM-83404-E,Zetland site 1,G26 9HW,7933484935610,RED Plus,21/03/2025,2027-03-21,340000,25.21,Live
S-23286,TEM-38201-D,Pemberley site 1,M18 4EW,8217-1745-34871,RED,2025-02-10,10 February 2027,62500,25.23,Live
S-23287,TEM-94104-F,Ravenscar site 1,E3 1NR,53 8622 7574 855,RED,2021-11-19,2024-11-18,1250000,24.15,Ended
S-23288,TEM-94104-F,Ravenscar site 2,N7 1ND,0629-0485-39960,RED,2024-06-08,2026-06-08,910000,23.45,Ended
S-23289,TEM-94104-F,Ravenscar site 3,N4 2HT,88 7867 1391 355,RED,2023-05-23,2025-05-22,155000,27.45,Ended
S-23290,TEM-94104-F,Ravenscar site 4,M27 8AR,1892-8009-04656,RED,2025-07-24,24-Jul-26,88000,20.72,Ended
S-23291,TEM-48969-A,Bluewater site 1,M9 3AP,12 0905 6504 894,REDzero,2027-01-21,21 January 2028,1250000,26.07,Live
S-23292,TEM-48969-A,Bluewater site 2,S27 9HP,9751330667615,RED,2024-04-23,2027-04-23,1250000,29.6,Live
S-23293,TEM-14410-D,Langmere site 1,L28 9NT,3944-7574-59562,RED,2023-12-27,26 December 2024,62500,30.56,Ended
S-23294,TEM-14410-D,Langmere site 2,E19 6JW,7220-3362-38177,RED Plus,27/03/2024,27 March 2026,120000,28.37,Ended
S-23295,TEM-48572-G,Ivybridge site 1,E1 8BX,6030-3946-54813,REDzero,2024-10-02,02 October 2027,62500,19.55,Live
S-23296,TEM-84480-D,Hollybush site 1,G12 8HD,285822O537372,RED Plus,30/03/2022,29-Mar-25,910000,18.46,Ended
S-23297,TEM-84480-D,Hollybush site 2,S13 2EW,9122159689642,RED Plus,2023-11-21,20 November 2025,910000,27.66,Ended
S-23298,TEM-84480-D,Hollybush site 3,B28 4JX,08 9772 3534 515,RED,2022-07-24,23 July 2025,1250000,30.48,Ended
S-23299,TEM-43633-F,Denholm site 1,N30 3JW,0326-6058-79325,RED,2024-03-18,18/03/2027,480000,18.5,Live
S-23300,TEM-69235-C,Saltmarsh site 1,B27 1JT,0857331787523,RED Plus,2025-01-02,02-Jan-28,1250000,26.79,Live
S-23301,TEM-69235-C,Saltmarsh site 2,B11 5ND,6889-7229-24663,REDzero,2026-07-23,23 July 2027,62500,29.13,Live
S-23302,TEM-69235-C,Saltmarsh site 3,L19 1JP,4464844647801,RED Plus,2024-04-28,28-Apr-27,2100000,19.91,Live
S-23303,TEM-69235-C,Saltmarsh site 4,L30 9NP,7087-3845-97205,REDzero,2026-10-17,17/10/2027,340000,29.9,Live
S-23304,TEM-41680-C,Torque site 1,B10 3JD,5602348524891,RED,2023-11-26,25/11/2024,120000,30.79,Ended
S-23305,TEM-41680-C,Torque site 2,S28 3EX,0831187672597,REDzero,03/01/2025,03/01/2026,155000,20.02,Ended
S-23306,TEM-59595-C,Maplin site 1,B23 3HW,9678566600048,RED,2025-09-15,15-Sep-27,480000,27.01,Live
S-23307,TEM-59595-C,Maplin site 2,M15 4JP,4250-4625-19753,RED,2026-04-28,28/04/2027,62500,24.46,Live
S-23308,TEM-59595-C,Maplin site 3,B19 3AT,3019430276075,RED Plus,2024-09-13,13/09/2026,120000,18.96,Live
S-23309,TEM-86949-D,Thackery site 1,G10 6HW,5393-3349-94648,RED Plus,2025-10-30,30 October 2026,1250000,29.25,Live
S-23310,TEM-86949-D,Thackery site 2,L1 1NP,5405055733803,REDzero,07/09/2025,2026-09-07,88000,19.39,Live
S-23311,TEM-81174-C,Marlow site 1,E30 7AP,14 4415 7087 264,REDzero,2025-04-16,16 April 2027,62500,17.74,Live
S-23312,TEM-93422-G,Tredegar site 1,N15 9AR,5027456254629,REDzero,16/09/2023,15 September 2026,910000,32.4,Live
S-23313,TEM-89434-A,Violetta site 1,E21 2JD,0200-5843-86232,RED,19/03/2026,18-Mar-28,42000,18.7,Live
S-23314,TEM-40019-E,Ullswater site 1,M3 4NW,1512950481888,RED,2023-08-28,27/08/2025,2100000,20.35,Ended
S-23315,TEM-76465-C,Hatherley site 1,N15 6BD,7272-1342-80760,RED,2026-04-20,20-Apr-27,2100000,18.23,Live
S-23316,TEM-98434-D,Redwing site 1,M24 9AT,2039158640844,RED,18/01/2024,17/01/2027,155000,25.34,Live
S-23317,TEM-33568-A,Cedar site 1,M19 8AR,86 3914 2632 748,RED,2024-12-07,07/12/2026,660000,23.82,Live
S-23318,TEM-33568-A,Cedar site 2,B25 5ED,1945-0993-26953,RED,2027-03-22,2028-03-21,120000,19.83,Live
S-23319,TEM-46106-D,Selworthy site 1,N2 2BX,35 3915 5215 259,RED,2026-02-05,05 February 2028,88000,22.24,Live
S-23320,TEM-50629-E,Thackery site 1,M8 9ER,1031-6205-29693,REDzero,2026-10-08,2027-10-08,340000,18.49,Live
S-23321,TEM-50629-E,Thackery site 2,M19 3ER,1914-5856-06796,REDzero,10/09/2023,09-Sep-26,910000,23.39,Live
S-23322,TEM-55420-E,Nettlebed site 1,E22 3ED,66 0214 9349 521,RED,2024-11-26,26 November 2027,155000,26.56,Live
S-23323,TEM-40262-C,Marlow site 1,B1 3ND,7626439620334,RED Plus,2026-06-19,2027-06-19,155000,24.75,Live
S-23324,TEM-40262-C,Marlow site 2,B11 9AD,48 3855 9869 261,RED Plus,2024-11-22,22-Nov-27,340000,19.7,Live
S-23325,TEM-72013-E,Saltmarsh site 1,E15 1AW,45 9625 6717 744,RED,26/04/2026,25 April 2028,480000,27.21,Live
S-23326,TEM-72013-E,Saltmarsh site 2,S12 2JT,2911974285268,RED Plus,24/08/2025,24 August 2027,88000,32.41,Live
S-23327,TEM-72013-E,Saltmarsh site 3,M2 3NR,6249-8192-11209,RED,2026-12-20,20/12/2027,1250000,26.91,Live
S-23328,TEM-77533-F,Applegarth site 1,G22 7AR,1290-5594-53438,RED Plus,2025-10-07,07/10/2026,2100000,20.9,Live
S-23329,TEM-31623-D,Ivybridge site 1,N12 7HW,4069153456634,RED Plus,02/06/2025,2028-06-01,155000,21.03,Live
S-23330,TEM-52888-B,Norbury site 1,L16 8HT,2913973673501,RED,2025-04-29,28-Apr-28,62500,25.18,Live
S-23331,TEM-52888-B,Norbury site 2,S24 7NR,9884903562480,RED Plus,2027-03-17,16/03/2028,42000,26.83,Live
S-23332,TEM-41257-F,Norbury site 1,S6 9AT,5061148913678,RED Plus,2024-10-23,23 October 2026,210000,25.93,Live
S-23333,TEM-21821-G,Bexley site 1,B5 3ER,3507-7247-66193,RED,26/05/2024,2027-05-26,62500,18.0,Live
S-23334,TEM-83355-E,Garwood site 1,B7 2JD,09 4190 7371 336,RED,11/07/2024,2027-07-11,1250000,30.14,Live
S-23335,TEM-48050-A,Nettlebed site 1,M25 3JW,1107-4391-77486,RED,15/11/2024,2027-11-15,2100000,32.28,Live
S-23336,TEM-48050-A,Nettlebed site 2,M5 6ER,60 3326 1062 766,RED,2023-11-17,16 November 2026,340000,30.66,Live
S-23337,TEM-88950-F,Tanfield site 1,E9 9JW,0781-2811-06419,RED,2024-07-08,08 July 2027,480000,27.3,Live
S-23338,TEM-30735-B,Ellerton site 1,L2 4ED,53 0143 7521 401,REDzero,2024-03-16,2027-03-16,88000,26.84,Live
S-23339,TEM-18109-G,Quayside site 1,L17 6NW,6205075399575,RED,06/05/2027,05-May-28,88000,20.45,Live
S-23340,TEM-18109-G,Quayside site 2,G15 5NW,4831354056032,RED,20/12/2025,20/12/2027,62500,30.58,Live
S-23341,TEM-18109-G,Quayside site 3,N5 5BD,3174-7201-54645,RED Plus,15/05/2025,15-May-27,210000,26.2,Live
S-23342,TEM-18109-G,Quayside site 4,L11 3BT,6530955624714,RED Plus,11/08/2025,2026-08-11,42000,21.8,OOC
S-23343,TEM-18109-G,Quayside site 5,B19 9BD,9547618405769,RED Plus,2027-05-27,26/05/2028,660000,24.99,Live
S-23344,TEM-18109-G,Quayside site 6,E6 3BP,5865-8113-71794,RED,15/11/2026,15-Nov-27,1250000,29.57,Live
S-23345,TEM-56822-B,Quayside site 1,L28 4AT,70 9104 7197 952,RED,30/10/2021,29/10/2024,910000,30.08,Ended
S-23346,TEM-56822-B,Quayside site 2,B5 6JR,0973926662166,RED,2022-01-22,2025-01-21,155000,27.3,Ended
S-23347,TEM-10193-F,Padstow site 1,B18 7JT,4803-4987-22554,REDzero,2024-06-21,21 June 2027,2100000,25.84,Live
S-23348,TEM-10193-F,Padstow site 2,L4 2AP,1456-0222-89006,RED Plus,2025-09-04,04-Sep-26,480000,18.42,Live
S-23349,TEM-56077-C,Ravenscar site 1,M30 6HW,5923728243650,RED,16/11/2025,16-Nov-26,155000,24.69,Live
S-23350,TEM-56077-C,Ravenscar site 2,B10 9BD,9906-1929-84313,RED,11/12/2026,2027-12-11,340000,30.9,Live
S-23351,TEM-56077-C,Ravenscar site 3,L17 7ET,8691-7797-88263,REDzero,2026-02-21,21 February 2027,660000,28.26,Live
S-23352,TEM-56077-C,Ravenscar site 4,N10 1HW,7234187355777,REDzero,25/01/2025,25 January 2027,660000,29.34,Live
S-23353,TEM-56077-C,Ravenscar site 5,N28 6JP,6994-2596-98848,RED,22/06/2026,22 June 2027,42000,20.43,Live
S-23354,TEM-56077-C,Ravenscar site 6,M7 6ED,3689826162612,RED Plus,2024-11-23,2027-11-23,42000,31.85,Live
S-23355,TEM-56077-C,Ravenscar site 7,N21 8JD,2307272811840,RED,2025-03-29,29 March 2027,1250000,29.52,Live
S-23356,TEM-56077-C,Ravenscar site 8,M5 9ET,5265-8248-69117,RED,2027-03-07,06 March 2028,62500,20.76,Live
S-23357,TEM-10010-A,Ullswater site 1,B10 7BP,5766-0629-30732,RED,2026-01-26,2027-01-26,480000,19.56,Live
S-23358,TEM-99395-D,Atlas site 1,G10 5BX,9441-3440-76294,RED Plus,06/03/2024,06 March 2027,480000,19.06,Live
S-23359,TEM-99395-D,Atlas site 2,M16 9NW,1093932442968,RED,03/04/2025,02-Apr-28,42000,24.98,Live
S-23360,TEM-99395-D,Atlas site 3,N26 1HX,8598917317203,RED,2025-06-29,2027-06-29,2100000,30.0,Live
S-23361,TEM-98154-F,Gilded site 1,L24 8HP,2548924664632,RED,2025-02-19,19/02/2027,660000,28.76,Live
S-23362,TEM-18292-B,Padstow site 1,G2 9JD,17 0828 1750 592,RED Plus,2026-02-07,07-Feb-27,62500,19.78,Live
S-23363,TEM-20539-B,Marlow site 1,L17 6NP,26 3447 4941 567,RED,13/09/2023,12 September 2026,2100000,18.63,Live
S-23364,TEM-28964-G,Ivybridge site 1,B8 3JW,5375-9462-14254,REDzero,24/03/2025,23-Mar-28,210000,26.04,Live
S-23365,TEM-28964-G,Ivybridge site 2,E22 9NW,8150-6256-37332,RED,2025-01-27,27 January 2028,480000,27.45,Live
S-23366,TEM-57938-D,Saltmarsh site 1,M7 6ND,1122787141570,RED,03/06/2026,2028-06-02,480000,22.47,Live
S-23367,TEM-57938-D,Saltmarsh site 2,M6 4AD,5865262313656,RED,11/08/2026,11 August 2027,42000,29.0,Live
S-23368,TEM-35960-F,Ironbridge site 1,B20 9ND,6968-9853-26181,RED Plus,29/08/2026,29 August 2027,210000,25.62,Live
S-23369,TEM-60381-E,Torque site 1,E27 9BD,8065-6777-65663,RED,09/02/2026,09 February 2028,210000,26.92,Live
S-23370,TEM-86260-D,Denholm site 1,S23 6HT,8193-0625-77658,RED Plus,2025-01-25,25-Jan-28,62500,18.64,Live
S-23371,TEM-26020-G,Harborne site 1,G28 8ER,48 0711 8890 197,RED,29/08/2025,29 August 2027,2100000,32.32,Live
S-23372,TEM-92203-F,Ottershaw site 1,L22 9BW,0115178959645,RED,05/11/2025,05/11/2026,2100000,31.74,Live
S-23373,TEM-92203-F,Ottershaw site 2,B4 2JR,56 3502 6880 706,RED Plus,2025-10-26,26-Oct-27,62500,24.75,Live
S-23374,TEM-87705-G,Lighthouse site 1,S6 9NX,3551250538603,REDzero,2025-09-15,2026-09-15,42000,19.87,Live
S-23375,TEM-46669-C,Birchmoor site 1,B18 4BW,6509761994609,RED,28/01/2026,28/01/2027,62500,30.65,Live
S-23376,TEM-78479-G,Hatherley site 1,E22 2AR,99 0687 3256 028,RED,2027-04-04,2028-04-03,155000,18.47,Live
S-23377,TEM-50272-D,Quenington site 1,M2 3AR,9485559674881,RED,11/01/2025,11 January 2027,62500,18.79,Live
S-23378,TEM-50272-D,Quenington site 2,M4 1HX,8209387011260,RED,21/03/2025,21-Mar-27,340000,19.8,Live
S-23379,TEM-50272-D,Quenington site 3,S30 6HT,4839-7264-39780,REDzero,07/01/2024,06-Jan-27,480000,32.5,Live
S-23380,TEM-50272-D,Quenington site 4,L25 6BR,6347-8566-50864,REDzero,19/01/2026,19-Jan-27,210000,21.99,Live
S-23381,TEM-50272-D,Quenington site 5,G27 9BD,4861856835793,REDzero,14/08/2024,14-Aug-26,340000,29.37,OOC
S-23382,TEM-50272-D,Quenington site 6,E12 6NW,7895259047581,RED,25/01/2025,25/01/2028,120000,22.34,Live
S-23383,TEM-68142-E,Birchmoor site 1,S25 4HX,6114-9459-54922,RED,08/04/2025,07/04/2028,88000,24.53,Live
S-23384,TEM-68142-E,Birchmoor site 2,B18 1AP,4927806834126,RED,2025-11-24,24/11/2026,42000,27.22,Live
S-23385,TEM-91195-B,Ironbridge site 1,L7 7BD,8438-2753-50046,RED,2024-11-13,13/11/2027,910000,17.76,Live
S-23386,TEM-98538-G,Cobalt site 1,M12 1BR,1600787435929,RED,2022-05-09,08-May-25,340000,22.4,Ended
S-23387,TEM-98538-G,Cobalt site 2,B21 2HT,5419544506258,RED,04/01/2023,03-Jan-26,42000,24.35,Ended
S-23388,TEM-28004-D,Tanfield site 1,B5 9HP,15 0763 3605 110,RED,2025-12-04,2026-12-04,88000,27.51,Live
S-23389,TEM-28004-D,Tanfield site 2,E17 4NP,1779286333306,RED Plus,25/05/2026,24-May-28,660000,21.77,Live
S-23390,TEM-59573-B,Marlow site 1,N8 2HP,19 5018 9453 925,RED,23/11/2026,2027-11-23,1250000,29.35,Live
S-23391,TEM-84125-D,Applegarth site 1,E11 9HP,88 7071 0424 634,RED,2026-05-25,25/05/2027,660000,21.01,Live
S-23392,TEM-84125-D,Applegarth site 2,S1 8EP,2707-1302-34156,RED,01/03/2027,2028-02-29,1250000,24.51,Live
S-23393,TEM-86911-F,Bexley site 1,E19 9ET,4036-7483-59396,RED,16/10/2024,16 October 2025,1250000,28.27,Ended
S-23394,TEM-56907-F,Cobalt site 1,G18 4ET,97 2562 0203 549,REDzero,2025-09-14,14-Sep-26,340000,30.68,Live
S-23395,TEM-56907-F,Cobalt site 2,E2 5JT,0173-4541-56737,RED,2026-06-06,06/06/2027,88000,29.42,Live
S-23396,TEM-56907-F,Cobalt site 3,S18 4JT,9507-2788-98712,RED Plus,2025-10-24,24-Oct-26,2100000,17.52,Live
S-23397,TEM-56907-F,Cobalt site 4,L9 4ER,1351-5970-12262,REDzero,2024-12-17,17/12/2026,480000,20.84,Live
S-23398,TEM-95358-A,Oakhurst site 1,E23 9HX,52 9655 4240 237,RED,2025-04-26,25-Apr-28,88000,30.49,Live
S-23399,TEM-95358-A,Oakhurst site 2,M8 7NT,9841693559459,RED Plus,23/03/2027,22 March 2028,155000,19.31,Live
S-23400,TEM-95358-A,Oakhurst site 3,M8 7NT,4558880084688,RED,16/10/2023,15-Oct-26,62500,24.56,Live
S-23401,TEM-95358-A,Oakhurst site 4,E1 6BW,3993-4717-65735,RED,2025-04-29,28 April 2028,910000,17.62,Live
S-23402,TEM-95358-A,Oakhurst site 5,S2 3AD,8492-3971-14482,RED,2026-09-17,17 September 2027,62500,19.97,Live
S-23403,TEM-95358-A,Oakhurst site 6,M19 7NT,31 2283 1845 758,RED,2025-02-26,26/02/2028,660000,21.2,Live
S-23404,TEM-95358-A,Oakhurst site 7,S27 1BT,7568-4121-89594,RED,2026-04-11,11-Apr-27,120000,19.35,Live
S-23405,TEM-95358-A,Oakhurst site 8,E6 2EP,1324507724946,RED,24/02/2026,2028-02-24,480000,27.05,Live
S-23406,TEM-30822-C,Yarrow site 1,S23 9BP,4487658360683,REDzero,2025-09-08,2027-09-08,210000,28.26,Live
S-23407,TEM-63851-G,Vantage site 1,E23 6AX,0797-3800-69233,RED,23/09/2024,2026-09-23,210000,22.68,Live
S-23408,TEM-63851-G,Vantage site 2,S7 7AR,3230651488964,RED Plus,22/11/2026,22/11/2027,910000,20.96,Live
S-23409,TEM-63851-G,Vantage site 3,E14 1HT,54 5552 8775 146,RED,22/07/2025,2027-07-22,120000,32.45,Live
S-23410,TEM-63851-G,Vantage site 4,E15 1ER,5540059979249,REDzero,2025-03-12,2028-03-11,1250000,18.92,Live
S-23411,TEM-63851-G,Vantage site 5,G30 9HR,4381572835939,RED,30/05/2027,29/05/2028,120000,24.31,Live
S-23412,TEM-63851-G,Vantage site 6,E26 5BX,3962696768261,RED,26/04/2026,2027-04-26,1250000,24.99,Live
S-23413,TEM-38245-F,Ivybridge site 1,B22 1ED,0116968559557,REDzero,2026-10-05,05-Oct-27,660000,19.18,Live
S-23414,TEM-20399-E,Thackery site 1,M30 6AW,61 7899 2819 799,REDzero,16/12/2026,2027-12-16,120000,21.82,Live
S-23415,TEM-69213-E,Quarrington site 1,B26 4JW,8915424483923,REDzero,2025-05-30,30-May-27,42000,18.97,Live
S-23416,TEM-69213-E,Quarrington site 2,S10 4HW,0287317006465,RED,2026-10-18,18 October 2027,120000,20.19,Live
S-23417,TEM-46442-D,Kestrel site 1,B20 4BD,91 8378 8790 372,REDzero,2024-02-07,06 February 2027,2100000,24.48,Live
S-23418,TEM-46442-D,Kestrel site 2,B11 9HX,2352219106291,REDzero,2026-09-06,06-Sep-27,2100000,17.96,Live
S-23419,TEM-20126-G,Denholm site 1,M26 9HX,53 7347 7185 319,RED Plus,2026-04-15,14 April 2028,480000,21.5,Live
S-23420,TEM-97396-B,Caldwell site 1,S3 5ED,38 0014 9861 076,RED,2026-04-24,23-Apr-28,2100000,28.34,Live
S-23421,TEM-97396-B,Caldwell site 2,M24 7NR,8583624230631,RED,2026-07-09,2027-07-09,155000,26.18,Live
S-23422,TEM-75793-E,Garwood site 1,N26 2NP,4972-7488-29962,RED,2022-03-29,28 March 2025,42000,28.49,Ended
S-23423,TEM-81547-C,Cobalt site 1,L11 7BW,9125-7615-91280,RED,2025-03-10,10 March 2026,1250000,26.99,Ended
S-23424,TEM-85643-B,Selworthy site 1,G7 3HX,4113-5303-21994,RED Plus,2025-01-15,15-Jan-27,340000,29.02,Live
S-23425,TEM-53009-B,Thackery site 1,G8 6EP,5598318779055,RED,2023-09-22,2026-09-21,62500,19.5,Live
S-23426,TEM-46335-G,Norbury site 1,G24 5HD,4350-4073-77227,RED,16/06/2025,2027-06-16,340000,32.38,Live
S-23427,TEM-46335-G,Norbury site 2,G30 3ET,0016-4533-51252,REDzero,08/02/2025,08/02/2027,88000,18.88,Live
S-23428,TEM-46335-G,Norbury site 3,L22 8BX,6699211376441,RED,10/05/2026,10 May 2027,42000,20.83,Live
S-23429,TEM-46335-G,Norbury site 4,E8 7JR,5501930502829,RED,2026-07-11,11-Jul-27,480000,19.68,Live
S-23430,TEM-46335-G,Norbury site 5,B19 2HR,7997953320438,RED Plus,2024-02-14,13/02/2027,910000,23.62,Live
S-23431,TEM-46335-G,Norbury site 6,L30 1AW,32 9054 2227 093,RED Plus,2025-05-30,30/05/2027,88000,25.55,Live
S-23432,TEM-58702-B,Maplin site 1,E9 9NR,48 1589 5476 432,RED,2024-05-03,03 May 2027,120000,18.34,Live
S-23433,TEM-59352-B,Summerton site 1,G10 5NW,8419285347442,RED,2026-04-12,11/04/2028,660000,29.89,Live
S-23434,TEM-59352-B,Summerton site 2,G19 8NP,2248-3875-74994,RED,23/06/2026,2027-06-23,210000,32.17,Live
S-23435,TEM-38997-F,Kestrel site 1,M27 8JT,7982-3472-66609,RED,31/10/2023,2025-10-30,1250000,21.71,Ended
S-23436,TEM-40572-C,Hollybush site 1,G3 7HP,2160562956432,RED Plus,2027-05-01,30-Apr-28,660000,31.2,Live
S-23437,TEM-49266-C,Silverbeck site 1,B6 2ER,2100288322856,RED,18/07/2026,18-Jul-27,1250000,30.76,Live
S-23438,TEM-14945-B,Vantage site 1,L18 7NX,2549635538462,RED,27/04/2024,27-Apr-27,88000,30.6,Live
S-23439,TEM-94843-D,Torque site 1,S19 8BX,12 9027 6468 185,RED,12/02/2025,2027-02-12,62500,17.8,Live
S-23440,TEM-87323-B,Selworthy site 1,B29 6HX,3079766973553,RED Plus,2026-01-25,2028-01-25,1250000,28.73,Live
S-23441,TEM-87323-B,Selworthy site 2,N11 9HP,98 0449 3810 594,RED,23/09/2025,2027-09-23,340000,28.12,Live
S-23442,TEM-87323-B,Selworthy site 3,N15 3ED,85 3061 2561 466,RED,26/06/2024,26/06/2027,2100000,29.95,Live
S-23443,TEM-80255-E,Farrier site 1,E22 3NR,2259-8187-22275,RED Plus,19/04/2024,19 April 2025,660000,22.1,Ended
S-23444,TEM-44752-G,Cedar site 1,S8 1NR,2841271166251,RED,2024-11-18,18-Nov-26,660000,27.5,Live
S-23445,TEM-96123-G,Ironbridge site 1,E15 4JD,17 0785 9139 151,RED,30/04/2024,30/04/2027,210000,19.88,Live
S-23446,TEM-13995-C,Langmere site 1,M6 9NP,4293-9483-93111,RED Plus,2026-01-17,17/01/2028,910000,18.73,Live
S-23447,TEM-13995-C,Langmere site 2,L3 8HD,5534757212059,RED,2026-03-17,2027-03-17,88000,22.67,Live
S-23448,TEM-13995-C,Langmere site 3,B12 8BX,4654-2799-16646,RED,2026-04-16,16-Apr-27,480000,22.56,Live
S-23449,TEM-72853-F,Bexley site 1,N12 5JT,0294663262565,RED,2024-04-07,07/04/2027,2100000,19.63,Live
S-23450,TEM-32293-B,Tanfield site 1,G28 1BW,03 1380 8103 755,RED,2027-01-17,17-Jan-28,155000,22.24,Live
S-23451,TEM-16117-F,Selworthy site 1,N30 6HX,0955-8206-71047,RED Plus,07/05/2026,07-May-27,2100000,22.76,Live
S-23452,TEM-16117-F,Selworthy site 2,B18 7JT,5999699617085,RED,20/05/2025,19 May 2028,210000,26.41,Live
S-23453,TEM-35103-C,Exmoor site 1,N11 2JP,3351-6743-72243,RED,2024-09-04,04 September 2027,340000,19.91,Live
S-23454,TEM-92801-G,Eastbrook site 1,B28 5BT,4319-7710-91924,RED Plus,2025-01-23,23-Jan-27,88000,25.97,Live
S-23455,TEM-68568-B,Kestrel site 1,N15 2NW,89 8930 4828 237,RED,2026-01-18,18-Jan-27,2100000,23.53,Live
S-23456,TEM-26353-E,Zetland site 1,L30 5JR,77 7380 1705 545,RED,2025-04-17,16-Apr-28,120000,23.25,Live
S-23457,TEM-26353-E,Zetland site 2,G1 7ET,63 6787 8556 845,REDzero,06/01/2026,06/01/2027,155000,19.29,Live
S-23458,TEM-59667-B,Ottershaw site 1,E23 9JD,3489977163855,RED Plus,2024-04-27,27-Apr-27,910000,31.07,Live
S-23459,TEM-59667-B,Ottershaw site 2,N29 1EP,3877685981831,RED Plus,02/01/2025,02/01/2027,340000,29.5,Live
S-23460,TEM-59667-B,Ottershaw site 3,S17 8HP,8822-3585-89748,REDzero,27/12/2023,26-Dec-26,120000,28.9,Live
S-23461,TEM-79423-G,Millpond site 1,E17 7NW,09 4957 0784 459,RED,2026-05-09,08/05/2028,120000,27.52,Live
S-23462,TEM-21446-A,Yarrow site 1,M9 1EW,1534963476089,RED Plus,2024-04-03,03 April 2027,660000,20.02,Live
S-23463,TEM-95956-E,Cranleigh site 1,N19 5JT,0616359760284,RED Plus,2026-03-17,2028-03-16,660000,22.89,Live
S-23464,TEM-95956-E,Cranleigh site 2,N25 4NR,9257122131527,RED,03/10/2024,03/10/2027,2100000,22.66,Live
S-23465,TEM-33380-G,Cedar site 1,E21 4AD,9123106926053,RED,22/01/2027,22 January 2028,910000,21.19,Live
S-23466,TEM-33380-G,Cedar site 2,L29 3EX,7712493740349,RED,01/11/2025,2026-11-01,62500,32.12,Live
S-23467,TEM-94874-G,Lighthouse site 1,M5 5JW,6537-1183-42661,RED Plus,19/12/2025,2027-12-19,88000,24.88,Live
S-23468,TEM-86895-B,Larkspur site 1,N4 3BW,3846862687085,RED,09/11/2022,08 November 2024,120000,21.22,Ended
S-23469,TEM-86895-B,Larkspur site 2,L22 6NT,76 1925 4711 758,REDzero,2022-11-22,21 November 2025,340000,31.71,Ended
S-23470,TEM-86895-B,Larkspur site 3,N5 8NR,58 2963 1250 753,RED,2024-02-27,26/02/2025,120000,22.3,Ended
S-23471,TEM-28778-G,Marlow site 1,N30 1JR,54 4898 1522 697,REDzero,22/09/2026,22/09/2027,480000,24.77,Live
S-23472,TEM-28778-G,Marlow site 2,G12 8JW,5569286894185,RED Plus,04/12/2023,03-Dec-26,120000,27.5,Live
S-23473,TEM-28778-G,Marlow site 3,E25 4BW,8085010910595,RED Plus,2023-10-05,04-Oct-26,340000,17.94,Live
S-23474,TEM-28778-G,Marlow site 4,G21 4EP,5617-3906-15983,RED,03/05/2026,03 May 2027,42000,21.77,Live
S-23475,TEM-54097-A,Thackery site 1,G22 9AW,0588-1237-95532,RED,11/04/2025,11-Apr-27,2100000,24.8,Live
